0, 5.000000, 896.000000, 1.142857
0, 9.000000, 150.000000, 0.750000
0, 5.000000, 756.000000, 1.076923
0, 7.000000, 323.000000, 0.900000
0, 6.000000, 630.000000, 0.733333
0, 6.000000, 456.000000, 0.750000
0, 4.000000, 660.000000, 0.666667
0, 8.000000, 380.000000, 1.000000
0, 5.000000, 660.000000, 0.733333
0, 7.000000, 357.000000, 0.818182
0, 5.000000, 768.000000, 0.666667
0, 6.000000, 289.000000, 1.000000
0, 7.000000, 504.000000, 0.642857
0, 4.000000, 532.000000, 0.714286
0, 5.000000, 546.000000, 0.846154
0, 5.000000, 510.000000, 0.600000
0, 6.000000, 546.000000, 0.846154
0, 5.000000, 483.000000, 0.916667
0, 5.000000, 792.000000, 0.611111
0, 9.000000, 1598.000000, 1.437500
0, 9.000000, 1408.000000, 1.375000
0, 7.000000, 546.000000, 0.846154
0, 4.000000, 814.000000, 0.500000
0, 8.000000, 504.000000, 0.916667
0, 4.000000, 476.000000, 0.642857
0, 7.000000, 598.000000, 0.846154
0, 5.000000, 748.000000, 0.588235
0, 8.000000, 391.000000, 0.750000
0, 5.000000, 754.000000, 0.928571
0, 8.000000, 195.000000, 0.875000
0, 5.000000, 720.000000, 0.733333
0, 7.000000, 650.000000, 1.000000
0, 5.000000, 1152.000000, 1.133333
0, 4.000000, 1216.000000, 1.266667
0, 4.000000, 1184.000000, 1.133333
0, 4.000000, 1248.000000, 1.187500
0, 7.000000, 165.000000, 1.333333
0, 6.000000, 165.000000, 0.750000
0, 6.000000, 850.000000, 1.416667
0, 9.000000, 102.000000, 0.444444
0, 6.000000, 390.000000, 3.166667
0, 9.000000, 777.000000, 0.529412
0, 5.000000, 2652.000000, 1.000000
0, 5.000000, 1984.000000, 2.000000
0, 6.000000, 289.000000, 1.000000
0, 8.000000, 160.000000, 2.000000
0, 7.000000, 330.000000, 1.375000
0, 6.000000, 1696.000000, 1.625000
0, 9.000000, 1590.000000, 1.733333
0, 4.000000, 1140.000000, 0.321429
0, 4.000000, 2944.000000, 1.347826
0, 9.000000, 195.000000, 1.142857
0, 5.000000, 2156.000000, 1.000000
