1,4.000000,57845.000000,4.388889,103.909381,74.613579,214.423983
1,5.000000,756.000000,0.611111,68.263889,60.097222,111.369863
1,4.000000,52938.000000,4.979592,99.364560,69.668868,212.565014
1,5.000000,1050.000000,0.619048,69.328947,60.539474,115.151899
1,4.000000,52938.000000,4.979592,99.727697,69.962448,212.374023
1,5.000000,798.000000,0.428571,68.750000,59.882353,115.661972
1,4.000000,52938.000000,4.979592,99.407215,69.777337,212.397785
1,5.000000,840.000000,0.550000,69.720588,60.338235,115.704225
1,4.000000,52938.000000,4.979592,99.712921,69.724306,212.509910
1,5.000000,714.000000,0.647059,69.500000,60.483871,116.307692
1,4.000000,52938.000000,4.979592,100.091286,68.988463,213.281999
1,5.000000,1000.000000,0.650000,70.250000,61.125000,115.819277
1,4.000000,52938.000000,4.979592,99.723780,70.060061,212.557001
1,5.000000,756.000000,0.611111,69.158730,60.015873,115.696970
1,4.000000,52938.000000,4.979592,99.417973,69.874720,212.602422
1,5.000000,850.000000,0.764706,66.800000,60.414286,113.500000
1,4.000000,52938.000000,4.979592,99.626205,69.741399,212.790035
1,5.000000,1000.000000,0.650000,70.153846,60.769231,113.750000
1,4.000000,52938.000000,4.979592,99.324074,70.498881,212.345677
1,5.000000,714.000000,0.647059,69.200000,60.661538,116.088235
1,4.000000,52938.000000,4.979592,99.286834,70.480057,212.444399
1,6.000000,760.000000,0.500000,68.132353,59.867647,113.185714
1,4.000000,52938.000000,4.979592,99.868212,69.846248,212.695710
1,5.000000,646.000000,0.588235,68.524590,60.803279,115.906250
1,4.000000,52938.000000,4.979592,99.887514,70.602799,212.430629
1,5.000000,798.000000,0.476190,68.608696,60.188406,113.098592
1,4.000000,52938.000000,4.979592,99.918171,69.738998,213.122567
1,5.000000,1050.000000,0.619048,69.075949,60.987342,115.170732
1,4.000000,52938.000000,4.979592,99.840334,70.441879,212.648500
1,6.000000,850.000000,0.764706,68.944444,60.722222,115.653333
1,4.000000,52938.000000,4.979592,99.926701,70.222437,212.850995
1,5.000000,966.000000,0.571429,68.824324,60.459459,115.181818
1,4.000000,52938.000000,4.979592,99.669204,70.515428,212.655435
1,5.000000,646.000000,0.588235,69.287879,60.242424,113.867647
1,4.000000,52938.000000,4.979592,99.391485,69.792725,211.809998
1,5.000000,714.000000,0.647059,69.347826,60.739130,112.557143
1,4.000000,33408.000000,7.935484,100.812868,75.112312,208.188614
1,7.000000,570.000000,0.666667,67.925926,62.129630,122.616667
1,4.000000,33600.000000,7.967742,100.896057,73.651841,209.442057
1,5.000000,361.000000,1.000000,67.843137,62.529412,126.293103
1,5.000000,152.000000,0.500000,101.264706,97.588235,182.882353
1,5.000000,1161.000000,0.666667,63.655172,54.405172,109.344828
1,5.000000,440.000000,3.333333,54.540984,51.983607,108.295082
1,5.000000,375.000000,1.625000,58.873239,48.915493,110.183099
1,4.000000,1197.000000,0.357143,65.565657,57.303030,103.767677
1,4.000000,231.000000,0.545455,61.583333,59.694444,111.361111
1,7.000000,630.000000,0.733333,59.683333,57.683333,107.666667
1,2.000000,392.000000,23.500000,103.058824,96.725490,175.421569
1,7.000000,504.000000,0.916667,64.117647,61.858824,108.376471
1,3.000000,3841.000000,7.900000,95.278926,79.900826,181.628099
1,4.000000,520.000000,0.769231,51.064103,47.487179,105.102564
1,3.000000,14229.000000,6.947368,95.643982,73.039106,202.660101
1,4.000000,2310.000000,0.378378,63.718447,60.951456,127.771930
1,9.000000,170.000000,1.500000,128.911765,118.617647,208.684211
