1, 8.000000, 1088.000000, 1.062500
1, 8.000000, 9374.000000, 0.788462
1, 9.000000, 1088.000000, 1.133333
1, 8.000000, 8829.000000, 0.750000
1, 9.000000, 1088.000000, 1.133333
1, 8.000000, 9374.000000, 0.788462
1, 9.000000, 1088.000000, 1.062500
1, 8.000000, 9374.000000, 0.788462
1, 10.000000, 1088.000000, 1.062500
1, 8.000000, 9156.000000, 0.769231
1, 10.000000, 728.000000, 0.928571
1, 8.000000, 9156.000000, 0.769231
1, 9.000000, 323.000000, 0.900000
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 361.000000, 1.000000
1, 8.000000, 6300.000000, 0.790698
1, 11.000000, 700.000000, 0.857143
1, 8.000000, 6390.000000, 0.790698
1, 10.000000, 399.000000, 0.909091
1, 8.000000, 6120.000000, 0.767442
1, 7.000000, 289.000000, 0.888889
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6120.000000, 0.767442
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6300.000000, 0.790698
1, 8.000000, 6120.000000, 0.767442
1, 8.000000, 6120.000000, 0.767442
1, 8.000000, 6120.000000, 0.767442
1, 8.000000, 6120.000000, 0.767442
1, 8.000000, 6120.000000, 0.767442
1, 8.000000, 6120.000000, 0.767442
1, 8.000000, 6120.000000, 0.767442
1, 7.000000, 6120.000000, 0.767442
1, 8.000000, 6120.000000, 0.767442
1, 8.000000, 6120.000000, 0.767442
1, 8.000000, 6120.000000, 0.785714
1, 8.000000, 6480.000000, 0.833333
1, 10.000000, 323.000000, 0.900000
1, 8.000000, 6120.000000, 0.767442
